Category: All categories,,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,evergreen hospital: (Seattle-Tacoma WA),emergency room: (Seattle-Tacoma WA),emergency: (Seattle-Tacoma WA),,Time,northwest medical center: (Seattle-Tacoma WA),overlake hospital: (Seattle-Tacoma WA),UW hospital: (Seattle-Tacoma WA),,Time,swedish hospital: (Seattle-Tacoma WA),harborview medical center: (Seattle-Tacoma WA),Virginia Mason hospital: (Seattle-Tacoma WA)
2018-05-05T21:32:00-07:00,2,4,20,,2018-05-05T21:32:00-07:00,0,0,0,,2018-05-05T21:32:00-07:00,5,0,0
2018-05-05T21:40:00-07:00,0,4,20,,2018-05-05T21:40:00-07:00,0,11,11,,2018-05-05T21:40:00-07:00,10,5,0
2018-05-05T21:48:00-07:00,2,2,10,,2018-05-05T21:48:00-07:00,0,0,0,,2018-05-05T21:48:00-07:00,0,0,0
2018-05-05T21:56:00-07:00,0,2,29,,2018-05-05T21:56:00-07:00,0,11,0,,2018-05-05T21:56:00-07:00,11,11,0
2018-05-05T22:04:00-07:00,4,8,34,,2018-05-05T22:04:00-07:00,0,11,0,,2018-05-05T22:04:00-07:00,17,6,0
2018-05-05T22:12:00-07:00,0,2,17,,2018-05-05T22:12:00-07:00,0,0,0,,2018-05-05T22:12:00-07:00,0,6,0
2018-05-05T22:20:00-07:00,0,0,20,,2018-05-05T22:20:00-07:00,0,11,0,,2018-05-05T22:20:00-07:00,0,0,0
2018-05-05T22:28:00-07:00,0,2,20,,2018-05-05T22:28:00-07:00,0,0,0,,2018-05-05T22:28:00-07:00,0,0,0
2018-05-05T22:36:00-07:00,2,5,23,,2018-05-05T22:36:00-07:00,0,0,0,,2018-05-05T22:36:00-07:00,18,6,6
2018-05-05T22:44:00-07:00,0,0,29,,2018-05-05T22:44:00-07:00,0,0,0,,2018-05-05T22:44:00-07:00,6,0,0
2018-05-05T22:52:00-07:00,0,0,28,,2018-05-05T22:52:00-07:00,0,0,0,,2018-05-05T22:52:00-07:00,20,0,7
2018-05-05T23:00:00-07:00,0,3,14,,2018-05-05T23:00:00-07:00,0,28,14,,2018-05-05T23:00:00-07:00,14,0,7
2018-05-05T23:08:00-07:00,3,3,39,,2018-05-05T23:08:00-07:00,0,0,15,,2018-05-05T23:08:00-07:00,7,0,0
2018-05-05T23:16:00-07:00,0,3,15,,2018-05-05T23:16:00-07:00,0,15,15,,2018-05-05T23:16:00-07:00,8,0,0
2018-05-05T23:24:00-07:00,3,0,19,,2018-05-05T23:24:00-07:00,0,32,0,,2018-05-05T23:24:00-07:00,8,0,0
2018-05-05T23:32:00-07:00,0,0,19,,2018-05-05T23:32:00-07:00,0,0,0,,2018-05-05T23:32:00-07:00,0,0,0
2018-05-05T23:40:00-07:00,0,7,23,,2018-05-05T23:40:00-07:00,0,17,0,,2018-05-05T23:40:00-07:00,0,0,0
2018-05-05T23:48:00-07:00,4,7,25,,2018-05-05T23:48:00-07:00,0,0,0,,2018-05-05T23:48:00-07:00,0,9,0
2018-05-05T23:56:00-07:00,0,7,26,,2018-05-05T23:56:00-07:00,0,38,0,,2018-05-05T23:56:00-07:00,0,0,0
2018-05-06T00:04:00-07:00,0,0,16,,2018-05-06T00:04:00-07:00,0,0,0,,2018-05-06T00:04:00-07:00,0,10,0
2018-05-06T00:12:00-07:00,0,0,17,,2018-05-06T00:12:00-07:00,0,0,0,,2018-05-06T00:12:00-07:00,0,11,0
2018-05-06T00:20:00-07:00,0,18,32,,2018-05-06T00:20:00-07:00,0,24,0,,2018-05-06T00:20:00-07:00,12,0,0
2018-05-06T00:28:00-07:00,0,0,19,,2018-05-06T00:28:00-07:00,0,0,25,,2018-05-06T00:28:00-07:00,0,0,0
2018-05-06T00:36:00-07:00,0,0,15,,2018-05-06T00:36:00-07:00,0,0,26,,2018-05-06T00:36:00-07:00,0,0,0
2018-05-06T00:44:00-07:00,0,0,33,,2018-05-06T00:44:00-07:00,0,28,0,,2018-05-06T00:44:00-07:00,0,14,0
2018-05-06T00:52:00-07:00,0,6,17,,2018-05-06T00:52:00-07:00,0,0,0,,2018-05-06T00:52:00-07:00,0,15,0
2018-05-06T01:00:00-07:00,0,12,49,,2018-05-06T01:00:00-07:00,0,0,0,,2018-05-06T01:00:00-07:00,0,0,0
2018-05-06T01:08:00-07:00,0,6,20,,2018-05-06T01:08:00-07:00,0,0,0,,2018-05-06T01:08:00-07:00,0,0,0
2018-05-06T01:16:00-07:00,0,0,35,,2018-05-06T01:16:00-07:00,0,0,0,,2018-05-06T01:16:00-07:00,0,0,0
2018-05-06T01:24:00-07:00,0,0,29,,2018-05-06T01:24:00-07:00,0,0,0,,2018-05-06T01:24:00-07:00,0,0,0
2018-05-06T01:32:00-07:00,0,0,40,,2018-05-06T01:32:00-07:00,0,0,41,,2018-05-06T01:32:00-07:00,0,0,0
2018-05-06T01:40:00-07:00,0,0,8,,2018-05-06T01:40:00-07:00,0,0,0,,2018-05-06T01:40:00-07:00,0,0,0
2018-05-06T01:48:00-07:00,0,0,54,,2018-05-06T01:48:00-07:00,0,47,0,,2018-05-06T01:48:00-07:00,23,0,0
2018-05-06T01:56:00-07:00,0,9,29,,2018-05-06T01:56:00-07:00,0,0,0,,2018-05-06T01:56:00-07:00,0,0,0
2018-05-06T02:04:00-07:00,0,10,51,,2018-05-06T02:04:00-07:00,0,0,0,,2018-05-06T02:04:00-07:00,26,0,0
2018-05-06T02:12:00-07:00,0,0,32,,2018-05-06T02:12:00-07:00,0,56,0,,2018-05-06T02:12:00-07:00,0,0,55
2018-05-06T02:20:00-07:00,11,11,23,,2018-05-06T02:20:00-07:00,0,60,0,,2018-05-06T02:20:00-07:00,0,0,0
2018-05-06T02:28:00-07:00,0,0,12,,2018-05-06T02:28:00-07:00,0,0,0,,2018-05-06T02:28:00-07:00,0,0,0
2018-05-06T02:36:00-07:00,0,0,13,,2018-05-06T02:36:00-07:00,0,0,0,,2018-05-06T02:36:00-07:00,0,0,0
2018-05-06T02:44:00-07:00,0,0,40,,2018-05-06T02:44:00-07:00,0,69,0,,2018-05-06T02:44:00-07:00,0,0,0
2018-05-06T02:52:00-07:00,0,0,56,,2018-05-06T02:52:00-07:00,0,73,0,,2018-05-06T02:52:00-07:00,0,0,0
2018-05-06T03:00:00-07:00,0,0,46,,2018-05-06T03:00:00-07:00,0,0,0,,2018-05-06T03:00:00-07:00,40,0,0
2018-05-06T03:08:00-07:00,0,15,31,,2018-05-06T03:08:00-07:00,0,0,0,,2018-05-06T03:08:00-07:00,0,0,0
2018-05-06T03:16:00-07:00,0,0,33,,2018-05-06T03:16:00-07:00,0,87,87,,2018-05-06T03:16:00-07:00,0,43,0
2018-05-06T03:24:00-07:00,0,0,17,,2018-05-06T03:24:00-07:00,0,0,0,,2018-05-06T03:24:00-07:00,0,0,0
2018-05-06T03:32:00-07:00,0,0,0,,2018-05-06T03:32:00-07:00,0,0,0,,2018-05-06T03:32:00-07:00,0,0,0
2018-05-06T03:40:00-07:00,0,17,53,,2018-05-06T03:40:00-07:00,0,0,0,,2018-05-06T03:40:00-07:00,0,0,0
2018-05-06T03:48:00-07:00,0,0,0,,2018-05-06T03:48:00-07:00,0,0,0,,2018-05-06T03:48:00-07:00,0,0,0
2018-05-06T03:56:00-07:00,0,0,76,,2018-05-06T03:56:00-07:00,0,0,0,,2018-05-06T03:56:00-07:00,0,0,0
2018-05-06T04:04:00-07:00,0,0,0,,2018-05-06T04:04:00-07:00,0,0,0,,2018-05-06T04:04:00-07:00,0,0,100
2018-05-06T04:12:00-07:00,20,0,40,,2018-05-06T04:12:00-07:00,0,0,0,,2018-05-06T04:12:00-07:00,0,0,0
2018-05-06T04:20:00-07:00,0,0,21,,2018-05-06T04:20:00-07:00,0,0,0,,2018-05-06T04:20:00-07:00,0,0,0
2018-05-06T04:28:00-07:00,0,0,0,,2018-05-06T04:28:00-07:00,0,0,0,,2018-05-06T04:28:00-07:00,0,0,0
2018-05-06T04:36:00-07:00,0,60,61,,2018-05-06T04:36:00-07:00,0,0,0,,2018-05-06T04:36:00-07:00,0,0,0
2018-05-06T04:44:00-07:00,20,0,0,,2018-05-06T04:44:00-07:00,0,0,0,,2018-05-06T04:44:00-07:00,51,0,0
2018-05-06T04:52:00-07:00,0,20,100,,2018-05-06T04:52:00-07:00,0,0,0,,2018-05-06T04:52:00-07:00,0,0,0
2018-05-06T05:00:00-07:00,0,19,19,,2018-05-06T05:00:00-07:00,0,100,0,,2018-05-06T05:00:00-07:00,0,0,0
2018-05-06T05:08:00-07:00,18,0,72,,2018-05-06T05:08:00-07:00,0,0,0,,2018-05-06T05:08:00-07:00,46,47,0
2018-05-06T05:16:00-07:00,0,0,17,,2018-05-06T05:16:00-07:00,0,0,0,,2018-05-06T05:16:00-07:00,45,0,0
2018-05-06T05:24:00-07:00,0,17,33,,2018-05-06T05:24:00-07:00,0,0,0,,2018-05-06T05:24:00-07:00,0,0,0
2018-05-06T05:32:00-07:00,0,15,62,,2018-05-06T05:32:00-07:00,0,0,0,,2018-05-06T05:32:00-07:00,0,0,0
2018-05-06T05:40:00-07:00,14,14,27,,2018-05-06T05:40:00-07:00,0,0,72,,2018-05-06T05:40:00-07:00,0,0,0
2018-05-06T05:48:00-07:00,13,0,25,,2018-05-06T05:48:00-07:00,0,0,0,,2018-05-06T05:48:00-07:00,0,0,0
2018-05-06T05:56:00-07:00,0,0,0,,2018-05-06T05:56:00-07:00,0,0,0,,2018-05-06T05:56:00-07:00,92,0,0
2018-05-06T06:04:00-07:00,0,0,32,,2018-05-06T06:04:00-07:00,0,0,55,,2018-05-06T06:04:00-07:00,27,28,0
2018-05-06T06:12:00-07:00,0,9,9,,2018-05-06T06:12:00-07:00,0,0,0,,2018-05-06T06:12:00-07:00,0,0,0
2018-05-06T06:20:00-07:00,0,0,35,,2018-05-06T06:20:00-07:00,0,90,0,,2018-05-06T06:20:00-07:00,0,0,0
2018-05-06T06:28:00-07:00,0,8,30,,2018-05-06T06:28:00-07:00,0,0,0,,2018-05-06T06:28:00-07:00,0,0,0
2018-05-06T06:36:00-07:00,0,0,34,,2018-05-06T06:36:00-07:00,0,36,0,,2018-05-06T06:36:00-07:00,18,0,0
2018-05-06T06:44:00-07:00,6,0,6,,2018-05-06T06:44:00-07:00,0,0,0,,2018-05-06T06:44:00-07:00,0,0,0
2018-05-06T06:52:00-07:00,0,5,28,,2018-05-06T06:52:00-07:00,0,0,0,,2018-05-06T06:52:00-07:00,0,12,0
2018-05-06T07:00:00-07:00,0,7,42,,2018-05-06T07:00:00-07:00,0,0,0,,2018-05-06T07:00:00-07:00,0,0,0
2018-05-06T07:08:00-07:00,6,0,6,,2018-05-06T07:08:00-07:00,0,0,0,,2018-05-06T07:08:00-07:00,25,25,0
2018-05-06T07:16:00-07:00,6,6,11,,2018-05-06T07:16:00-07:00,0,0,32,,2018-05-06T07:16:00-07:00,22,0,0
2018-05-06T07:24:00-07:00,5,5,38,,2018-05-06T07:24:00-07:00,0,0,0,,2018-05-06T07:24:00-07:00,63,0,0
2018-05-06T07:32:00-07:00,10,0,10,,2018-05-06T07:32:00-07:00,0,28,0,,2018-05-06T07:32:00-07:00,20,0,0
2018-05-06T07:40:00-07:00,0,5,24,,2018-05-06T07:40:00-07:00,0,0,0,,2018-05-06T07:40:00-07:00,18,18,0
2018-05-06T07:48:00-07:00,4,0,31,,2018-05-06T07:48:00-07:00,0,0,0,,2018-05-06T07:48:00-07:00,0,0,0
2018-05-06T07:56:00-07:00,4,0,8,,2018-05-06T07:56:00-07:00,0,23,0,,2018-05-06T07:56:00-07:00,0,16,0
2018-05-06T08:04:00-07:00,8,4,12,,2018-05-06T08:04:00-07:00,0,0,0,,2018-05-06T08:04:00-07:00,16,17,16
2018-05-06T08:12:00-07:00,0,8,35,,2018-05-06T08:12:00-07:00,0,68,0,,2018-05-06T08:12:00-07:00,31,0,0
2018-05-06T08:20:00-07:00,0,0,30,,2018-05-06T08:20:00-07:00,0,0,0,,2018-05-06T08:20:00-07:00,15,0,0
2018-05-06T08:28:00-07:00,4,0,11,,2018-05-06T08:28:00-07:00,0,0,0,,2018-05-06T08:28:00-07:00,0,0,0
2018-05-06T08:36:00-07:00,0,3,17,,2018-05-06T08:36:00-07:00,0,20,0,,2018-05-06T08:36:00-07:00,0,0,14
2018-05-06T08:44:00-07:00,0,0,26,,2018-05-06T08:44:00-07:00,0,0,0,,2018-05-06T08:44:00-07:00,13,0,0
2018-05-06T08:52:00-07:00,13,3,19,,2018-05-06T08:52:00-07:00,0,0,0,,2018-05-06T08:52:00-07:00,25,0,0
2018-05-06T09:00:00-07:00,0,0,16,,2018-05-06T09:00:00-07:00,0,0,0,,2018-05-06T09:00:00-07:00,37,13,0
2018-05-06T09:08:00-07:00,6,0,21,,2018-05-06T09:08:00-07:00,0,0,0,,2018-05-06T09:08:00-07:00,24,0,0
2018-05-06T09:16:00-07:00,0,0,9,,2018-05-06T09:16:00-07:00,0,17,0,,2018-05-06T09:16:00-07:00,12,12,0
2018-05-06T09:24:00-07:00,0,0,21,,2018-05-06T09:24:00-07:00,0,0,0,,2018-05-06T09:24:00-07:00,0,0,0
2018-05-06T09:32:00-07:00,3,0,38,,2018-05-06T09:32:00-07:00,0,17,0,,2018-05-06T09:32:00-07:00,23,0,0
2018-05-06T09:40:00-07:00,0,8,31,,2018-05-06T09:40:00-07:00,0,0,0,,2018-05-06T09:40:00-07:00,11,0,0
2018-05-06T09:48:00-07:00,0,5,36,,2018-05-06T09:48:00-07:00,0,16,0,,2018-05-06T09:48:00-07:00,22,0,0
2018-05-06T09:56:00-07:00,3,5,24,,2018-05-06T09:56:00-07:00,0,0,0,,2018-05-06T09:56:00-07:00,11,0,0
2018-05-06T10:04:00-07:00,0,3,22,,2018-05-06T10:04:00-07:00,0,16,0,,2018-05-06T10:04:00-07:00,0,0,0
2018-05-06T10:12:00-07:00,8,8,24,,2018-05-06T10:12:00-07:00,0,0,0,,2018-05-06T10:12:00-07:00,11,11,0
2018-05-06T10:20:00-07:00,3,8,19,,2018-05-06T10:20:00-07:00,0,31,0,,2018-05-06T10:20:00-07:00,0,0,0
2018-05-06T10:28:00-07:00,3,11,45,,2018-05-06T10:28:00-07:00,0,15,0,,2018-05-06T10:28:00-07:00,42,0,0
2018-05-06T10:36:00-07:00,3,0,29,,2018-05-06T10:36:00-07:00,0,0,16,,2018-05-06T10:36:00-07:00,11,11,0
2018-05-06T10:44:00-07:00,11,0,31,,2018-05-06T10:44:00-07:00,0,15,0,,2018-05-06T10:44:00-07:00,10,0,0
2018-05-06T10:52:00-07:00,5,0,31,,2018-05-06T10:52:00-07:00,0,0,0,,2018-05-06T10:52:00-07:00,10,0,0
2018-05-06T11:00:00-07:00,0,5,16,,2018-05-06T11:00:00-07:00,0,0,0,,2018-05-06T11:00:00-07:00,10,0,0
2018-05-06T11:08:00-07:00,3,5,40,,2018-05-06T11:08:00-07:00,0,15,0,,2018-05-06T11:08:00-07:00,0,22,0
2018-05-06T11:16:00-07:00,0,3,18,,2018-05-06T11:16:00-07:00,0,0,0,,2018-05-06T11:16:00-07:00,10,0,0
2018-05-06T11:24:00-07:00,3,3,31,,2018-05-06T11:24:00-07:00,0,0,0,,2018-05-06T11:24:00-07:00,10,0,0
2018-05-06T11:32:00-07:00,0,0,10,,2018-05-06T11:32:00-07:00,0,15,15,,2018-05-06T11:32:00-07:00,21,11,0
2018-05-06T11:40:00-07:00,3,3,21,,2018-05-06T11:40:00-07:00,0,15,0,,2018-05-06T11:40:00-07:00,0,11,0
2018-05-06T11:48:00-07:00,3,3,21,,2018-05-06T11:48:00-07:00,0,30,0,,2018-05-06T11:48:00-07:00,21,0,0
2018-05-06T11:56:00-07:00,3,3,23,,2018-05-06T11:56:00-07:00,0,0,0,,2018-05-06T11:56:00-07:00,10,0,0
2018-05-06T12:04:00-07:00,5,0,18,,2018-05-06T12:04:00-07:00,0,15,0,,2018-05-06T12:04:00-07:00,20,0,10
2018-05-06T12:12:00-07:00,0,3,28,,2018-05-06T12:12:00-07:00,0,0,0,,2018-05-06T12:12:00-07:00,10,0,0
2018-05-06T12:20:00-07:00,3,5,41,,2018-05-06T12:20:00-07:00,0,0,0,,2018-05-06T12:20:00-07:00,0,11,0
2018-05-06T12:28:00-07:00,3,5,25,,2018-05-06T12:28:00-07:00,0,30,0,,2018-05-06T12:28:00-07:00,20,0,0
2018-05-06T12:36:00-07:00,5,0,25,,2018-05-06T12:36:00-07:00,0,15,0,,2018-05-06T12:36:00-07:00,30,0,0
2018-05-06T12:44:00-07:00,0,7,32,,2018-05-06T12:44:00-07:00,0,14,0,,2018-05-06T12:44:00-07:00,0,0,0
2018-05-06T12:52:00-07:00,0,5,30,,2018-05-06T12:52:00-07:00,0,0,0,,2018-05-06T12:52:00-07:00,40,0,0
2018-05-06T13:00:00-07:00,0,5,30,,2018-05-06T13:00:00-07:00,0,0,0,,2018-05-06T13:00:00-07:00,0,0,0
2018-05-06T13:08:00-07:00,0,5,33,,2018-05-06T13:08:00-07:00,0,0,0,,2018-05-06T13:08:00-07:00,0,10,0
2018-05-06T13:16:00-07:00,8,3,20,,2018-05-06T13:16:00-07:00,0,29,0,,2018-05-06T13:16:00-07:00,10,0,0
2018-05-06T13:24:00-07:00,3,5,42,,2018-05-06T13:24:00-07:00,0,15,0,,2018-05-06T13:24:00-07:00,10,0,0
2018-05-06T13:32:00-07:00,3,0,25,,2018-05-06T13:32:00-07:00,0,0,0,,2018-05-06T13:32:00-07:00,20,0,0
2018-05-06T13:40:00-07:00,0,0,18,,2018-05-06T13:40:00-07:00,0,29,0,,2018-05-06T13:40:00-07:00,10,10,10
2018-05-06T13:48:00-07:00,3,0,10,,2018-05-06T13:48:00-07:00,0,0,0,,2018-05-06T13:48:00-07:00,0,10,0
2018-05-06T13:56:00-07:00,0,0,27,,2018-05-06T13:56:00-07:00,14,14,14,,2018-05-06T13:56:00-07:00,30,0,10
2018-05-06T14:04:00-07:00,5,5,25,,2018-05-06T14:04:00-07:00,0,15,0,,2018-05-06T14:04:00-07:00,0,0,0
2018-05-06T14:12:00-07:00,3,2,22,,2018-05-06T14:12:00-07:00,0,0,0,,2018-05-06T14:12:00-07:00,10,10,0
2018-05-06T14:20:00-07:00,0,0,37,,2018-05-06T14:20:00-07:00,0,0,0,,2018-05-06T14:20:00-07:00,0,0,0
2018-05-06T14:28:00-07:00,0,2,27,,2018-05-06T14:28:00-07:00,0,0,0,,2018-05-06T14:28:00-07:00,49,0,0
2018-05-06T14:36:00-07:00,2,0,42,,2018-05-06T14:36:00-07:00,0,14,0,,2018-05-06T14:36:00-07:00,29,0,0
2018-05-06T14:44:00-07:00,2,0,39,,2018-05-06T14:44:00-07:00,0,0,0,,2018-05-06T14:44:00-07:00,19,0,0
2018-05-06T14:52:00-07:00,0,0,15,,2018-05-06T14:52:00-07:00,0,0,0,,2018-05-06T14:52:00-07:00,19,10,0
2018-05-06T15:00:00-07:00,7,7,48,,2018-05-06T15:00:00-07:00,0,14,0,,2018-05-06T15:00:00-07:00,19,0,0
2018-05-06T15:08:00-07:00,0,0,25,,2018-05-06T15:08:00-07:00,0,0,0,,2018-05-06T15:08:00-07:00,19,0,0
2018-05-06T15:16:00-07:00,2,2,17,,2018-05-06T15:16:00-07:00,0,0,0,,2018-05-06T15:16:00-07:00,29,0,0
2018-05-06T15:24:00-07:00,2,5,24,,2018-05-06T15:24:00-07:00,0,0,0,,2018-05-06T15:24:00-07:00,10,0,0
2018-05-06T15:32:00-07:00,5,5,24,,2018-05-06T15:32:00-07:00,0,14,0,,2018-05-06T15:32:00-07:00,19,0,0
2018-05-06T15:40:00-07:00,5,5,14,,2018-05-06T15:40:00-07:00,0,14,0,,2018-05-06T15:40:00-07:00,9,0,0
2018-05-06T15:48:00-07:00,5,0,17,,2018-05-06T15:48:00-07:00,0,14,0,,2018-05-06T15:48:00-07:00,0,10,0
2018-05-06T15:56:00-07:00,0,5,26,,2018-05-06T15:56:00-07:00,0,14,0,,2018-05-06T15:56:00-07:00,0,0,0
2018-05-06T16:04:00-07:00,0,2,23,,2018-05-06T16:04:00-07:00,0,0,0,,2018-05-06T16:04:00-07:00,46,0,0
2018-05-06T16:12:00-07:00,5,0,47,,2018-05-06T16:12:00-07:00,0,0,0,,2018-05-06T16:12:00-07:00,0,10,0
2018-05-06T16:20:00-07:00,2,2,26,,2018-05-06T16:20:00-07:00,0,0,0,,2018-05-06T16:20:00-07:00,19,0,0
2018-05-06T16:28:00-07:00,5,0,28,,2018-05-06T16:28:00-07:00,0,41,14,,2018-05-06T16:28:00-07:00,9,0,0
2018-05-06T16:36:00-07:00,2,0,28,,2018-05-06T16:36:00-07:00,0,0,0,,2018-05-06T16:36:00-07:00,0,0,0
2018-05-06T16:44:00-07:00,2,2,28,,2018-05-06T16:44:00-07:00,0,14,0,,2018-05-06T16:44:00-07:00,0,0,0
2018-05-06T16:52:00-07:00,0,0,28,,2018-05-06T16:52:00-07:00,0,13,0,,2018-05-06T16:52:00-07:00,18,0,0
2018-05-06T17:00:00-07:00,5,2,24,,2018-05-06T17:00:00-07:00,0,41,0,,2018-05-06T17:00:00-07:00,9,0,0
2018-05-06T17:08:00-07:00,0,2,14,,2018-05-06T17:08:00-07:00,0,27,0,,2018-05-06T17:08:00-07:00,0,0,0
2018-05-06T17:16:00-07:00,5,5,23,,2018-05-06T17:16:00-07:00,0,0,0,,2018-05-06T17:16:00-07:00,18,19,0
2018-05-06T17:24:00-07:00,0,2,30,,2018-05-06T17:24:00-07:00,0,0,0,,2018-05-06T17:24:00-07:00,0,0,0
2018-05-06T17:32:00-07:00,2,0,21,,2018-05-06T17:32:00-07:00,0,0,13,,2018-05-06T17:32:00-07:00,9,0,0
2018-05-06T17:40:00-07:00,2,5,32,,2018-05-06T17:40:00-07:00,0,0,0,,2018-05-06T17:40:00-07:00,9,0,0
2018-05-06T17:48:00-07:00,0,2,28,,2018-05-06T17:48:00-07:00,0,0,0,,2018-05-06T17:48:00-07:00,0,0,0
2018-05-06T17:56:00-07:00,2,2,14,,2018-05-06T17:56:00-07:00,0,14,0,,2018-05-06T17:56:00-07:00,0,0,0
2018-05-06T18:04:00-07:00,0,2,24,,2018-05-06T18:04:00-07:00,0,14,0,,2018-05-06T18:04:00-07:00,9,10,0
2018-05-06T18:12:00-07:00,0,0,33,,2018-05-06T18:12:00-07:00,0,0,0,,2018-05-06T18:12:00-07:00,19,0,0
2018-05-06T18:20:00-07:00,2,2,25,,2018-05-06T18:20:00-07:00,0,0,13,,2018-05-06T18:20:00-07:00,18,0,0
2018-05-06T18:28:00-07:00,0,2,28,,2018-05-06T18:28:00-07:00,0,13,0,,2018-05-06T18:28:00-07:00,9,19,0
2018-05-06T18:36:00-07:00,2,2,16,,2018-05-06T18:36:00-07:00,0,13,0,,2018-05-06T18:36:00-07:00,0,0,0
2018-05-06T18:44:00-07:00,0,0,37,,2018-05-06T18:44:00-07:00,0,13,0,,2018-05-06T18:44:00-07:00,27,9,0
2018-05-06T18:52:00-07:00,0,5,23,,2018-05-06T18:52:00-07:00,0,0,0,,2018-05-06T18:52:00-07:00,9,9,0
2018-05-06T19:00:00-07:00,5,9,19,,2018-05-06T19:00:00-07:00,0,0,0,,2018-05-06T19:00:00-07:00,9,0,0
2018-05-06T19:08:00-07:00,7,0,11,,2018-05-06T19:08:00-07:00,0,13,0,,2018-05-06T19:08:00-07:00,0,9,0
2018-05-06T19:16:00-07:00,2,4,25,,2018-05-06T19:16:00-07:00,0,0,0,,2018-05-06T19:16:00-07:00,9,0,0
2018-05-06T19:24:00-07:00,2,4,36,,2018-05-06T19:24:00-07:00,0,26,13,,2018-05-06T19:24:00-07:00,9,9,0
2018-05-06T19:32:00-07:00,0,2,22,,2018-05-06T19:32:00-07:00,0,0,13,,2018-05-06T19:32:00-07:00,17,0,9
2018-05-06T19:40:00-07:00,4,0,24,,2018-05-06T19:40:00-07:00,0,13,0,,2018-05-06T19:40:00-07:00,35,9,0
2018-05-06T19:48:00-07:00,2,0,24,,2018-05-06T19:48:00-07:00,0,0,0,,2018-05-06T19:48:00-07:00,0,0,0
2018-05-06T19:56:00-07:00,0,2,35,,2018-05-06T19:56:00-07:00,0,0,0,,2018-05-06T19:56:00-07:00,35,0,0
2018-05-06T20:04:00-07:00,7,2,29,,2018-05-06T20:04:00-07:00,0,0,0,,2018-05-06T20:04:00-07:00,9,0,9
2018-05-06T20:12:00-07:00,0,0,26,,2018-05-06T20:12:00-07:00,0,13,0,,2018-05-06T20:12:00-07:00,0,0,0
2018-05-06T20:20:00-07:00,0,2,24,,2018-05-06T20:20:00-07:00,0,13,0,,2018-05-06T20:20:00-07:00,0,9,0
2018-05-06T20:28:00-07:00,0,0,16,,2018-05-06T20:28:00-07:00,0,0,0,,2018-05-06T20:28:00-07:00,18,0,0
2018-05-06T20:36:00-07:00,0,0,15,,2018-05-06T20:36:00-07:00,0,0,0,,2018-05-06T20:36:00-07:00,9,9,0
2018-05-06T20:44:00-07:00,0,0,17,,2018-05-06T20:44:00-07:00,0,0,13,,2018-05-06T20:44:00-07:00,17,0,0
2018-05-06T20:52:00-07:00,4,0,13,,2018-05-06T20:52:00-07:00,0,0,0,,2018-05-06T20:52:00-07:00,0,9,0
2018-05-06T21:00:00-07:00,2,2,18,,2018-05-06T21:00:00-07:00,0,13,0,,2018-05-06T21:00:00-07:00,35,0,0
2018-05-06T21:08:00-07:00,0,2,20,,2018-05-06T21:08:00-07:00,0,13,0,,2018-05-06T21:08:00-07:00,0,0,0
2018-05-06T21:16:00-07:00,11,2,25,,2018-05-06T21:16:00-07:00,0,0,0,,2018-05-06T21:16:00-07:00,0,28,0
2018-05-06T21:24:00-07:00,0,2,2,,2018-05-06T21:24:00-07:00,0,0,0,,2018-05-06T21:24:00-07:00,0,0,0
2018-05-06T21:32:00-07:00,2,5,35,,2018-05-06T21:32:00-07:00,0,0,0,,2018-05-06T21:32:00-07:00,9,10,0
2018-05-06T21:40:00-07:00,2,2,24,,2018-05-06T21:40:00-07:00,0,0,0,,2018-05-06T21:40:00-07:00,9,0,0
2018-05-06T21:48:00-07:00,2,5,17,,2018-05-06T21:48:00-07:00,0,0,0,,2018-05-06T21:48:00-07:00,10,10,0
2018-05-06T21:56:00-07:00,0,5,32,,2018-05-06T21:56:00-07:00,0,0,0,,2018-05-06T21:56:00-07:00,20,0,0
2018-05-06T22:04:00-07:00,3,3,23,,2018-05-06T22:04:00-07:00,0,0,0,,2018-05-06T22:04:00-07:00,31,11,0
2018-05-06T22:12:00-07:00,3,8,29,,2018-05-06T22:12:00-07:00,0,0,15,,2018-05-06T22:12:00-07:00,11,0,0
2018-05-06T22:20:00-07:00,14,0,30,,2018-05-06T22:20:00-07:00,0,16,16,,2018-05-06T22:20:00-07:00,11,11,0
2018-05-06T22:28:00-07:00,3,0,26,,2018-05-06T22:28:00-07:00,0,0,0,,2018-05-06T22:28:00-07:00,12,0,0
2018-05-06T22:36:00-07:00,0,0,36,,2018-05-06T22:36:00-07:00,0,0,0,,2018-05-06T22:36:00-07:00,0,13,0
2018-05-06T22:44:00-07:00,3,3,41,,2018-05-06T22:44:00-07:00,0,19,0,,2018-05-06T22:44:00-07:00,13,0,0
2018-05-06T22:52:00-07:00,3,0,37,,2018-05-06T22:52:00-07:00,0,0,0,,2018-05-06T22:52:00-07:00,13,14,0
2018-05-06T23:00:00-07:00,7,0,18,,2018-05-06T23:00:00-07:00,0,21,21,,2018-05-06T23:00:00-07:00,14,15,0
2018-05-06T23:08:00-07:00,4,16,39,,2018-05-06T23:08:00-07:00,0,0,0,,2018-05-06T23:08:00-07:00,0,0,0
