Category: All categories,,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,evergreen hospital: (Seattle-Tacoma WA),emergency room: (Seattle-Tacoma WA),emergency: (Seattle-Tacoma WA),,Time,northwest medical center: (Seattle-Tacoma WA),overlake hospital: (Seattle-Tacoma WA),UW hospital: (Seattle-Tacoma WA),,Time,swedish hospital: (Seattle-Tacoma WA),harborview medical center: (Seattle-Tacoma WA),Virginia Mason hospital: (Seattle-Tacoma WA)
2018-05-03T13:00:00-07:00,5,0,18,,2018-05-03T13:00:00-07:00,0,16,8,,2018-05-03T13:08:00-07:00,0,12,4
2018-05-03T13:08:00-07:00,5,3,39,,2018-05-03T13:08:00-07:00,0,8,0,,2018-05-03T13:16:00-07:00,8,0,0
2018-05-03T13:16:00-07:00,5,0,20,,2018-05-03T13:16:00-07:00,0,8,16,,2018-05-03T13:24:00-07:00,4,16,0
2018-05-03T13:24:00-07:00,5,0,50,,2018-05-03T13:24:00-07:00,0,23,15,,2018-05-03T13:32:00-07:00,4,4,0
2018-05-03T13:32:00-07:00,0,3,33,,2018-05-03T13:32:00-07:00,0,15,0,,2018-05-03T13:40:00-07:00,12,4,0
2018-05-03T13:40:00-07:00,5,0,40,,2018-05-03T13:40:00-07:00,0,0,0,,2018-05-03T13:48:00-07:00,16,0,0
2018-05-03T13:48:00-07:00,2,2,32,,2018-05-03T13:48:00-07:00,0,0,22,,2018-05-03T13:56:00-07:00,12,20,0
2018-05-03T13:56:00-07:00,5,5,45,,2018-05-03T13:56:00-07:00,0,23,15,,2018-05-03T14:04:00-07:00,8,16,8
2018-05-03T14:04:00-07:00,10,3,18,,2018-05-03T14:04:00-07:00,0,24,8,,2018-05-03T14:12:00-07:00,12,12,4
2018-05-03T14:12:00-07:00,10,5,41,,2018-05-03T14:12:00-07:00,0,16,23,,2018-05-03T14:20:00-07:00,12,12,0
2018-05-03T14:20:00-07:00,8,8,34,,2018-05-03T14:20:00-07:00,8,32,0,,2018-05-03T14:28:00-07:00,17,4,4
2018-05-03T14:28:00-07:00,8,11,37,,2018-05-03T14:28:00-07:00,0,0,8,,2018-05-03T14:36:00-07:00,4,16,0
2018-05-03T14:36:00-07:00,5,3,31,,2018-05-03T14:36:00-07:00,0,8,0,,2018-05-03T14:44:00-07:00,8,0,0
2018-05-03T14:44:00-07:00,8,0,26,,2018-05-03T14:44:00-07:00,0,16,8,,2018-05-03T14:52:00-07:00,12,21,0
2018-05-03T14:52:00-07:00,8,5,26,,2018-05-03T14:52:00-07:00,0,8,0,,2018-05-03T15:00:00-07:00,25,8,8
2018-05-03T15:00:00-07:00,5,5,45,,2018-05-03T15:00:00-07:00,8,16,8,,2018-05-03T15:08:00-07:00,4,4,0
2018-05-03T15:08:00-07:00,0,13,51,,2018-05-03T15:08:00-07:00,0,25,0,,2018-05-03T15:16:00-07:00,21,8,4
2018-05-03T15:16:00-07:00,0,0,27,,2018-05-03T15:16:00-07:00,8,0,16,,2018-05-03T15:24:00-07:00,17,4,0
2018-05-03T15:24:00-07:00,0,0,38,,2018-05-03T15:24:00-07:00,0,25,8,,2018-05-03T15:32:00-07:00,13,17,0
2018-05-03T15:32:00-07:00,0,3,33,,2018-05-03T15:32:00-07:00,0,8,0,,2018-05-03T15:40:00-07:00,30,4,0
2018-05-03T15:40:00-07:00,11,8,57,,2018-05-03T15:40:00-07:00,8,8,8,,2018-05-03T15:48:00-07:00,21,0,0
2018-05-03T15:48:00-07:00,3,0,51,,2018-05-03T15:48:00-07:00,0,8,0,,2018-05-03T15:56:00-07:00,0,0,0
2018-05-03T15:56:00-07:00,3,0,33,,2018-05-03T15:56:00-07:00,0,8,8,,2018-05-03T16:04:00-07:00,9,0,0
2018-05-03T16:04:00-07:00,11,3,28,,2018-05-03T16:04:00-07:00,17,17,17,,2018-05-03T16:12:00-07:00,13,9,4
2018-05-03T16:12:00-07:00,0,3,25,,2018-05-03T16:12:00-07:00,8,17,8,,2018-05-03T16:20:00-07:00,13,4,0
2018-05-03T16:20:00-07:00,8,6,52,,2018-05-03T16:20:00-07:00,0,17,8,,2018-05-03T16:28:00-07:00,9,9,0
2018-05-03T16:28:00-07:00,3,6,42,,2018-05-03T16:28:00-07:00,0,0,17,,2018-05-03T16:36:00-07:00,18,13,0
2018-05-03T16:36:00-07:00,3,8,22,,2018-05-03T16:36:00-07:00,0,0,0,,2018-05-03T16:44:00-07:00,0,22,0
2018-05-03T16:44:00-07:00,6,3,22,,2018-05-03T16:44:00-07:00,0,9,25,,2018-05-03T16:52:00-07:00,18,13,0
2018-05-03T16:52:00-07:00,0,3,45,,2018-05-03T16:52:00-07:00,0,17,0,,2018-05-03T17:00:00-07:00,14,14,5
2018-05-03T17:00:00-07:00,3,3,38,,2018-05-03T17:00:00-07:00,0,0,0,,2018-05-03T17:08:00-07:00,9,9,0
2018-05-03T17:08:00-07:00,15,12,32,,2018-05-03T17:08:00-07:00,0,0,9,,2018-05-03T17:16:00-07:00,9,9,5
2018-05-03T17:16:00-07:00,3,3,18,,2018-05-03T17:16:00-07:00,0,9,0,,2018-05-03T17:24:00-07:00,5,5,0
2018-05-03T17:24:00-07:00,6,0,15,,2018-05-03T17:24:00-07:00,0,9,0,,2018-05-03T17:32:00-07:00,5,0,0
2018-05-03T17:32:00-07:00,3,3,24,,2018-05-03T17:32:00-07:00,0,18,0,,2018-05-03T17:40:00-07:00,19,5,0
2018-05-03T17:40:00-07:00,6,9,33,,2018-05-03T17:40:00-07:00,0,0,0,,2018-05-03T17:48:00-07:00,5,9,5
2018-05-03T17:48:00-07:00,3,3,27,,2018-05-03T17:48:00-07:00,0,36,0,,2018-05-03T17:56:00-07:00,10,10,0
2018-05-03T17:56:00-07:00,3,3,33,,2018-05-03T17:56:00-07:00,0,0,0,,2018-05-03T18:04:00-07:00,5,5,0
2018-05-03T18:04:00-07:00,3,0,28,,2018-05-03T18:04:00-07:00,0,19,0,,2018-05-03T18:12:00-07:00,5,15,0
2018-05-03T18:12:00-07:00,6,3,43,,2018-05-03T18:12:00-07:00,0,9,0,,2018-05-03T18:20:00-07:00,5,0,0
2018-05-03T18:20:00-07:00,3,3,35,,2018-05-03T18:20:00-07:00,0,10,10,,2018-05-03T18:28:00-07:00,25,0,0
2018-05-03T18:28:00-07:00,3,6,65,,2018-05-03T18:28:00-07:00,0,19,0,,2018-05-03T18:36:00-07:00,10,5,0
2018-05-03T18:36:00-07:00,3,6,25,,2018-05-03T18:36:00-07:00,0,19,9,,2018-05-03T18:44:00-07:00,0,5,0
2018-05-03T18:44:00-07:00,0,3,24,,2018-05-03T18:44:00-07:00,0,0,9,,2018-05-03T18:52:00-07:00,0,5,0
2018-05-03T18:52:00-07:00,3,0,40,,2018-05-03T18:52:00-07:00,0,9,0,,2018-05-03T19:00:00-07:00,0,5,0
2018-05-03T19:00:00-07:00,0,6,46,,2018-05-03T19:00:00-07:00,0,0,19,,2018-05-03T19:08:00-07:00,0,10,0
2018-05-03T19:08:00-07:00,3,6,40,,2018-05-03T19:08:00-07:00,9,9,0,,2018-05-03T19:16:00-07:00,0,5,0
2018-05-03T19:16:00-07:00,6,3,21,,2018-05-03T19:16:00-07:00,0,9,9,,2018-05-03T19:24:00-07:00,0,19,0
2018-05-03T19:24:00-07:00,3,0,18,,2018-05-03T19:24:00-07:00,0,9,0,,2018-05-03T19:32:00-07:00,9,5,0
2018-05-03T19:32:00-07:00,6,0,24,,2018-05-03T19:32:00-07:00,0,37,0,,2018-05-03T19:40:00-07:00,9,5,0
2018-05-03T19:40:00-07:00,9,0,24,,2018-05-03T19:40:00-07:00,0,45,9,,2018-05-03T19:48:00-07:00,5,0,0
2018-05-03T19:48:00-07:00,12,0,33,,2018-05-03T19:48:00-07:00,0,9,9,,2018-05-03T19:56:00-07:00,0,5,0
2018-05-03T19:56:00-07:00,3,0,47,,2018-05-03T19:56:00-07:00,0,18,0,,2018-05-03T20:04:00-07:00,5,0,0
2018-05-03T20:04:00-07:00,3,6,32,,2018-05-03T20:04:00-07:00,0,0,0,,2018-05-03T20:12:00-07:00,9,0,0
2018-05-03T20:12:00-07:00,6,6,38,,2018-05-03T20:12:00-07:00,0,0,9,,2018-05-03T20:20:00-07:00,14,0,5
2018-05-03T20:20:00-07:00,3,9,29,,2018-05-03T20:20:00-07:00,0,18,0,,2018-05-03T20:28:00-07:00,25,0,0
2018-05-03T20:28:00-07:00,7,0,43,,2018-05-03T20:28:00-07:00,0,0,0,,2018-05-03T20:36:00-07:00,4,0,0
2018-05-03T20:36:00-07:00,6,6,44,,2018-05-03T20:36:00-07:00,0,0,10,,2018-05-03T20:44:00-07:00,13,4,0
2018-05-03T20:44:00-07:00,3,2,11,,2018-05-03T20:44:00-07:00,0,0,0,,2018-05-03T20:52:00-07:00,4,0,0
2018-05-03T20:52:00-07:00,0,0,11,,2018-05-03T20:52:00-07:00,0,9,0,,2018-05-03T21:00:00-07:00,0,4,4
2018-05-03T21:00:00-07:00,2,3,22,,2018-05-03T21:00:00-07:00,9,9,0,,2018-05-03T21:08:00-07:00,0,4,0
2018-05-03T21:08:00-07:00,2,2,15,,2018-05-03T21:08:00-07:00,0,9,9,,2018-05-03T21:16:00-07:00,4,4,0
2018-05-03T21:16:00-07:00,2,0,13,,2018-05-03T21:16:00-07:00,0,27,9,,2018-05-03T21:24:00-07:00,9,4,0
2018-05-03T21:24:00-07:00,3,2,21,,2018-05-03T21:24:00-07:00,0,18,0,,2018-05-03T21:32:00-07:00,23,0,9
2018-05-03T21:32:00-07:00,3,3,20,,2018-05-03T21:32:00-07:00,0,0,18,,2018-05-03T21:40:00-07:00,18,5,0
2018-05-03T21:40:00-07:00,0,2,24,,2018-05-03T21:40:00-07:00,0,0,0,,2018-05-03T21:48:00-07:00,9,5,5
2018-05-03T21:48:00-07:00,0,3,23,,2018-05-03T21:48:00-07:00,0,10,0,,2018-05-03T21:56:00-07:00,10,5,0
2018-05-03T21:56:00-07:00,9,2,18,,2018-05-03T21:56:00-07:00,0,0,10,,2018-05-03T22:04:00-07:00,15,5,0
2018-05-03T22:04:00-07:00,0,2,29,,2018-05-03T22:04:00-07:00,0,10,0,,2018-05-03T22:12:00-07:00,0,5,5
2018-05-03T22:12:00-07:00,0,0,17,,2018-05-03T22:12:00-07:00,0,32,0,,2018-05-03T22:20:00-07:00,11,0,0
2018-05-03T22:20:00-07:00,0,0,4,,2018-05-03T22:20:00-07:00,0,22,0,,2018-05-03T22:28:00-07:00,6,11,0
2018-05-03T22:28:00-07:00,2,0,42,,2018-05-03T22:28:00-07:00,0,11,12,,2018-05-03T22:36:00-07:00,0,0,6
2018-05-03T22:36:00-07:00,0,2,18,,2018-05-03T22:36:00-07:00,0,0,12,,2018-05-03T22:44:00-07:00,13,13,0
2018-05-03T22:44:00-07:00,2,2,14,,2018-05-03T22:44:00-07:00,0,51,0,,2018-05-03T22:52:00-07:00,7,7,0
2018-05-03T22:52:00-07:00,3,8,23,,2018-05-03T22:52:00-07:00,0,0,14,,2018-05-03T23:00:00-07:00,7,0,0
2018-05-03T23:00:00-07:00,0,5,19,,2018-05-03T23:00:00-07:00,0,0,0,,2018-05-03T23:08:00-07:00,0,0,0
2018-05-03T23:08:00-07:00,3,0,31,,2018-05-03T23:08:00-07:00,0,16,16,,2018-05-03T23:16:00-07:00,0,0,0
2018-05-03T23:16:00-07:00,3,0,15,,2018-05-03T23:16:00-07:00,0,16,0,,2018-05-03T23:24:00-07:00,0,0,0
2018-05-03T23:24:00-07:00,3,0,22,,2018-05-03T23:24:00-07:00,0,0,0,,2018-05-03T23:32:00-07:00,0,0,0
2018-05-03T23:32:00-07:00,0,7,20,,2018-05-03T23:32:00-07:00,0,0,0,,2018-05-03T23:40:00-07:00,10,0,0
2018-05-03T23:40:00-07:00,0,4,7,,2018-05-03T23:40:00-07:00,0,0,0,,2018-05-03T23:48:00-07:00,0,0,0
2018-05-03T23:48:00-07:00,0,0,31,,2018-05-03T23:48:00-07:00,0,0,22,,2018-05-03T23:56:00-07:00,0,0,0
2018-05-03T23:56:00-07:00,4,8,16,,2018-05-03T23:56:00-07:00,0,45,0,,2018-05-04T00:04:00-07:00,0,0,0
2018-05-04T00:04:00-07:00,5,0,14,,2018-05-04T00:04:00-07:00,0,0,0,,2018-05-04T00:12:00-07:00,13,13,0
2018-05-04T00:12:00-07:00,0,0,19,,2018-05-04T00:12:00-07:00,0,0,26,,2018-05-04T00:20:00-07:00,14,14,0
2018-05-04T00:20:00-07:00,5,10,37,,2018-05-04T00:20:00-07:00,0,0,0,,2018-05-04T00:28:00-07:00,0,0,0
2018-05-04T00:28:00-07:00,6,6,17,,2018-05-04T00:28:00-07:00,0,0,0,,2018-05-04T00:36:00-07:00,33,0,0
2018-05-04T00:36:00-07:00,0,6,42,,2018-05-04T00:36:00-07:00,0,0,0,,2018-05-04T00:44:00-07:00,0,0,0
2018-05-04T00:44:00-07:00,0,0,0,,2018-05-04T00:44:00-07:00,0,0,0,,2018-05-04T00:52:00-07:00,19,0,0
2018-05-04T00:52:00-07:00,0,0,42,,2018-05-04T00:52:00-07:00,0,0,0,,2018-05-04T01:00:00-07:00,40,0,0
2018-05-04T01:00:00-07:00,0,0,30,,2018-05-04T01:00:00-07:00,0,0,0,,2018-05-04T01:08:00-07:00,0,0,0
2018-05-04T01:08:00-07:00,8,8,32,,2018-05-04T01:08:00-07:00,0,87,0,,2018-05-04T01:16:00-07:00,0,0,23
2018-05-04T01:16:00-07:00,0,0,25,,2018-05-04T01:16:00-07:00,0,0,0,,2018-05-04T01:24:00-07:00,0,0,0
2018-05-04T01:24:00-07:00,0,0,9,,2018-05-04T01:24:00-07:00,0,0,0,,2018-05-04T01:32:00-07:00,0,0,0
2018-05-04T01:32:00-07:00,10,0,29,,2018-05-04T01:32:00-07:00,0,0,0,,2018-05-04T01:40:00-07:00,0,0,0
2018-05-04T01:40:00-07:00,0,0,31,,2018-05-04T01:40:00-07:00,0,0,0,,2018-05-04T01:48:00-07:00,0,29,0
2018-05-04T01:48:00-07:00,0,0,22,,2018-05-04T01:48:00-07:00,0,0,0,,2018-05-04T01:56:00-07:00,0,0,0
2018-05-04T01:56:00-07:00,0,0,24,,2018-05-04T01:56:00-07:00,0,0,0,,2018-05-04T02:04:00-07:00,0,0,0
2018-05-04T02:04:00-07:00,0,12,12,,2018-05-04T02:04:00-07:00,0,68,0,,2018-05-04T02:12:00-07:00,0,0,0
2018-05-04T02:12:00-07:00,0,0,25,,2018-05-04T02:12:00-07:00,0,69,69,,2018-05-04T02:20:00-07:00,36,0,0
2018-05-04T02:20:00-07:00,13,0,0,,2018-05-04T02:20:00-07:00,0,0,0,,2018-05-04T02:28:00-07:00,0,0,0
2018-05-04T02:28:00-07:00,0,15,44,,2018-05-04T02:28:00-07:00,0,0,0,,2018-05-04T02:36:00-07:00,0,0,0
2018-05-04T02:36:00-07:00,0,0,15,,2018-05-04T02:36:00-07:00,0,0,0,,2018-05-04T02:44:00-07:00,0,0,0
2018-05-04T02:44:00-07:00,0,16,32,,2018-05-04T02:44:00-07:00,0,0,0,,2018-05-04T02:52:00-07:00,0,44,0
2018-05-04T02:52:00-07:00,0,0,0,,2018-05-04T02:52:00-07:00,0,0,0,,2018-05-04T03:00:00-07:00,0,0,0
2018-05-04T03:00:00-07:00,0,17,100,,2018-05-04T03:00:00-07:00,0,0,0,,2018-05-04T03:08:00-07:00,0,0,0
2018-05-04T03:08:00-07:00,0,0,34,,2018-05-04T03:08:00-07:00,0,0,0,,2018-05-04T03:16:00-07:00,46,46,0
2018-05-04T03:16:00-07:00,0,0,34,,2018-05-04T03:16:00-07:00,0,0,0,,2018-05-04T03:24:00-07:00,0,0,0
2018-05-04T03:24:00-07:00,0,18,53,,2018-05-04T03:24:00-07:00,0,0,0,,2018-05-04T03:32:00-07:00,0,0,0
2018-05-04T03:32:00-07:00,0,18,54,,2018-05-04T03:32:00-07:00,0,98,0,,2018-05-04T03:40:00-07:00,0,0,0
2018-05-04T03:40:00-07:00,0,0,18,,2018-05-04T03:40:00-07:00,0,0,0,,2018-05-04T03:48:00-07:00,100,0,0
2018-05-04T03:48:00-07:00,0,0,37,,2018-05-04T03:48:00-07:00,0,0,0,,2018-05-04T03:56:00-07:00,99,0,0
2018-05-04T03:56:00-07:00,0,0,36,,2018-05-04T03:56:00-07:00,0,100,100,,2018-05-04T04:04:00-07:00,0,0,0
2018-05-04T04:04:00-07:00,0,0,35,,2018-05-04T04:04:00-07:00,0,0,0,,2018-05-04T04:12:00-07:00,0,46,0
2018-05-04T04:12:00-07:00,0,0,69,,2018-05-04T04:12:00-07:00,0,0,0,,2018-05-04T04:20:00-07:00,0,0,0
2018-05-04T04:20:00-07:00,0,0,49,,2018-05-04T04:20:00-07:00,0,0,0,,2018-05-04T04:28:00-07:00,0,0,0
2018-05-04T04:28:00-07:00,0,0,0,,2018-05-04T04:28:00-07:00,0,0,0,,2018-05-04T04:36:00-07:00,40,0,0
2018-05-04T04:36:00-07:00,15,0,30,,2018-05-04T04:36:00-07:00,0,0,0,,2018-05-04T04:44:00-07:00,76,0,0
2018-05-04T04:44:00-07:00,0,0,14,,2018-05-04T04:44:00-07:00,0,0,0,,2018-05-04T04:52:00-07:00,0,36,0
2018-05-04T04:52:00-07:00,0,13,67,,2018-05-04T04:52:00-07:00,0,0,0,,2018-05-04T05:00:00-07:00,0,0,0
2018-05-04T05:00:00-07:00,0,0,12,,2018-05-04T05:00:00-07:00,0,66,0,,2018-05-04T05:08:00-07:00,30,0,0
2018-05-04T05:08:00-07:00,0,0,11,,2018-05-04T05:08:00-07:00,0,0,61,,2018-05-04T05:16:00-07:00,0,0,0
2018-05-04T05:16:00-07:00,10,0,10,,2018-05-04T05:16:00-07:00,0,0,0,,2018-05-04T05:24:00-07:00,0,50,0
2018-05-04T05:24:00-07:00,0,0,9,,2018-05-04T05:24:00-07:00,0,0,0,,2018-05-04T05:32:00-07:00,22,0,0
2018-05-04T05:32:00-07:00,0,0,8,,2018-05-04T05:32:00-07:00,0,0,0,,2018-05-04T05:40:00-07:00,0,0,0
2018-05-04T05:40:00-07:00,7,0,30,,2018-05-04T05:40:00-07:00,0,0,0,,2018-05-04T05:48:00-07:00,0,0,0
2018-05-04T05:48:00-07:00,13,7,20,,2018-05-04T05:48:00-07:00,0,36,0,,2018-05-04T05:56:00-07:00,0,0,0
2018-05-04T05:56:00-07:00,6,0,18,,2018-05-04T05:56:00-07:00,0,33,0,,2018-05-04T06:04:00-07:00,0,0,0
2018-05-04T06:04:00-07:00,0,0,26,,2018-05-04T06:04:00-07:00,0,0,26,,2018-05-04T06:12:00-07:00,20,0,0
,,,,,2018-05-04T06:12:00-07:00,0,0,0,,,,,
,,,,,,,,,,,,,
2018-05-04T11:16:00-07:00,2,0,34,,2018-05-04T11:16:00-07:00,0,8,8,,2018-05-04T11:16:00-07:00,29,7,0
2018-05-04T11:24:00-07:00,8,4,21,,2018-05-04T11:24:00-07:00,0,16,8,,2018-05-04T11:24:00-07:00,7,14,8
2018-05-04T11:32:00-07:00,8,0,20,,2018-05-04T11:32:00-07:00,0,0,0,,2018-05-04T11:32:00-07:00,30,7,0
2018-05-04T11:40:00-07:00,0,6,35,,2018-05-04T11:40:00-07:00,8,8,8,,2018-05-04T11:40:00-07:00,44,29,0
2018-05-04T11:48:00-07:00,2,2,27,,2018-05-04T11:48:00-07:00,0,0,24,,2018-05-04T11:48:00-07:00,7,22,8
2018-05-04T11:56:00-07:00,8,4,31,,2018-05-04T11:56:00-07:00,0,24,8,,2018-05-04T11:56:00-07:00,30,44,0
2018-05-04T12:04:00-07:00,12,0,24,,2018-05-04T12:04:00-07:00,0,24,8,,2018-05-04T12:04:00-07:00,15,8,8
2018-05-04T12:12:00-07:00,4,2,29,,2018-05-04T12:12:00-07:00,0,24,0,,2018-05-04T12:12:00-07:00,37,7,8
2018-05-04T12:20:00-07:00,0,2,24,,2018-05-04T12:20:00-07:00,0,16,8,,2018-05-04T12:20:00-07:00,7,0,0
2018-05-04T12:28:00-07:00,8,2,24,,2018-05-04T12:28:00-07:00,8,16,16,,2018-05-04T12:28:00-07:00,38,23,0
2018-05-04T12:36:00-07:00,10,6,38,,2018-05-04T12:36:00-07:00,0,8,0,,2018-05-04T12:36:00-07:00,30,7,0
2018-05-04T12:44:00-07:00,4,0,26,,2018-05-04T12:44:00-07:00,0,8,0,,2018-05-04T12:44:00-07:00,23,23,0
2018-05-04T12:52:00-07:00,4,2,25,,2018-05-04T12:52:00-07:00,0,39,0,,2018-05-04T12:52:00-07:00,29,15,15
2018-05-04T13:00:00-07:00,0,2,24,,2018-05-04T13:00:00-07:00,8,41,0,,2018-05-04T13:00:00-07:00,30,23,0
2018-05-04T13:08:00-07:00,14,4,25,,2018-05-04T13:08:00-07:00,8,32,0,,2018-05-04T13:08:00-07:00,30,7,0
2018-05-04T13:16:00-07:00,6,4,27,,2018-05-04T13:16:00-07:00,0,8,16,,2018-05-04T13:16:00-07:00,37,0,0
2018-05-04T13:24:00-07:00,0,2,29,,2018-05-04T13:24:00-07:00,0,16,8,,2018-05-04T13:24:00-07:00,15,29,0
2018-05-04T13:32:00-07:00,6,4,35,,2018-05-04T13:32:00-07:00,0,16,8,,2018-05-04T13:32:00-07:00,22,22,0
2018-05-04T13:40:00-07:00,4,4,27,,2018-05-04T13:40:00-07:00,0,0,24,,2018-05-04T13:40:00-07:00,37,0,0
2018-05-04T13:48:00-07:00,2,4,14,,2018-05-04T13:48:00-07:00,8,8,0,,2018-05-04T13:48:00-07:00,7,7,8
2018-05-04T13:56:00-07:00,6,8,41,,2018-05-04T13:56:00-07:00,0,8,0,,2018-05-04T13:56:00-07:00,30,7,8
2018-05-04T14:04:00-07:00,10,0,28,,2018-05-04T14:04:00-07:00,0,16,0,,2018-05-04T14:04:00-07:00,30,15,8
2018-05-04T14:12:00-07:00,8,2,20,,2018-05-04T14:12:00-07:00,8,16,16,,2018-05-04T14:12:00-07:00,30,7,0
2018-05-04T14:20:00-07:00,2,0,16,,2018-05-04T14:20:00-07:00,8,8,0,,2018-05-04T14:20:00-07:00,0,23,0
2018-05-04T14:28:00-07:00,8,2,28,,2018-05-04T14:28:00-07:00,8,16,16,,2018-05-04T14:28:00-07:00,15,45,0
2018-05-04T14:36:00-07:00,8,0,32,,2018-05-04T14:36:00-07:00,0,16,8,,2018-05-04T14:36:00-07:00,38,23,0
2018-05-04T14:44:00-07:00,4,2,38,,2018-05-04T14:44:00-07:00,0,0,0,,2018-05-04T14:44:00-07:00,53,23,0
2018-05-04T14:52:00-07:00,2,0,24,,2018-05-04T14:52:00-07:00,8,8,16,,2018-05-04T14:52:00-07:00,23,8,8
2018-05-04T15:00:00-07:00,4,6,31,,2018-05-04T15:00:00-07:00,0,33,0,,2018-05-04T15:00:00-07:00,23,0,0
2018-05-04T15:08:00-07:00,4,0,12,,2018-05-04T15:08:00-07:00,0,8,17,,2018-05-04T15:08:00-07:00,47,31,0
2018-05-04T15:16:00-07:00,2,8,36,,2018-05-04T15:16:00-07:00,8,16,8,,2018-05-04T15:16:00-07:00,61,31,0
2018-05-04T15:24:00-07:00,6,0,29,,2018-05-04T15:24:00-07:00,0,25,8,,2018-05-04T15:24:00-07:00,31,8,0
2018-05-04T15:32:00-07:00,0,2,41,,2018-05-04T15:32:00-07:00,0,0,0,,2018-05-04T15:32:00-07:00,23,0,0
2018-05-04T15:40:00-07:00,4,0,35,,2018-05-04T15:40:00-07:00,0,8,0,,2018-05-04T15:40:00-07:00,24,8,0
2018-05-04T15:48:00-07:00,4,0,14,,2018-05-04T15:48:00-07:00,8,42,0,,2018-05-04T15:48:00-07:00,24,0,8
2018-05-04T15:56:00-07:00,0,0,31,,2018-05-04T15:56:00-07:00,8,9,0,,2018-05-04T15:56:00-07:00,24,0,0
2018-05-04T16:04:00-07:00,4,4,17,,2018-05-04T16:04:00-07:00,0,0,9,,2018-05-04T16:04:00-07:00,16,0,0
2018-05-04T16:12:00-07:00,0,2,19,,2018-05-04T16:12:00-07:00,0,34,9,,2018-05-04T16:12:00-07:00,8,16,0
2018-05-04T16:20:00-07:00,4,2,9,,2018-05-04T16:20:00-07:00,9,18,27,,2018-05-04T16:20:00-07:00,33,8,9
2018-05-04T16:28:00-07:00,2,2,35,,2018-05-04T16:28:00-07:00,0,18,9,,2018-05-04T16:28:00-07:00,49,8,0
2018-05-04T16:36:00-07:00,2,2,34,,2018-05-04T16:36:00-07:00,0,18,0,,2018-05-04T16:36:00-07:00,33,24,0
2018-05-04T16:44:00-07:00,4,4,34,,2018-05-04T16:44:00-07:00,9,18,0,,2018-05-04T16:44:00-07:00,16,16,0
2018-05-04T16:52:00-07:00,2,2,24,,2018-05-04T16:52:00-07:00,9,0,0,,2018-05-04T16:52:00-07:00,17,8,17
2018-05-04T17:00:00-07:00,5,0,27,,2018-05-04T17:00:00-07:00,0,18,9,,2018-05-04T17:00:00-07:00,0,9,0
2018-05-04T17:08:00-07:00,2,5,36,,2018-05-04T17:08:00-07:00,9,18,0,,2018-05-04T17:08:00-07:00,9,9,0
2018-05-04T17:16:00-07:00,2,0,32,,2018-05-04T17:16:00-07:00,0,0,0,,2018-05-04T17:16:00-07:00,9,0,0
2018-05-04T17:24:00-07:00,5,2,36,,2018-05-04T17:24:00-07:00,0,9,9,,2018-05-04T17:24:00-07:00,9,17,0
2018-05-04T17:32:00-07:00,2,2,30,,2018-05-04T17:32:00-07:00,0,9,0,,2018-05-04T17:32:00-07:00,0,0,9
2018-05-04T17:40:00-07:00,2,2,32,,2018-05-04T17:40:00-07:00,9,0,9,,2018-05-04T17:40:00-07:00,35,18,0
2018-05-04T17:48:00-07:00,5,0,30,,2018-05-04T17:48:00-07:00,0,28,9,,2018-05-04T17:48:00-07:00,43,26,0
2018-05-04T17:56:00-07:00,0,5,19,,2018-05-04T17:56:00-07:00,0,10,0,,2018-05-04T17:56:00-07:00,0,18,0
2018-05-04T18:04:00-07:00,0,2,41,,2018-05-04T18:04:00-07:00,0,0,0,,2018-05-04T18:04:00-07:00,18,19,0
2018-05-04T18:12:00-07:00,2,0,29,,2018-05-04T18:12:00-07:00,10,10,0,,2018-05-04T18:12:00-07:00,27,0,0
2018-05-04T18:20:00-07:00,2,5,26,,2018-05-04T18:20:00-07:00,0,0,10,,2018-05-04T18:20:00-07:00,9,0,0
2018-05-04T18:28:00-07:00,7,2,24,,2018-05-04T18:28:00-07:00,0,10,10,,2018-05-04T18:28:00-07:00,9,27,0
2018-05-04T18:36:00-07:00,2,0,9,,2018-05-04T18:36:00-07:00,0,0,0,,2018-05-04T18:36:00-07:00,0,9,0
2018-05-04T18:44:00-07:00,7,0,19,,2018-05-04T18:44:00-07:00,0,10,0,,2018-05-04T18:44:00-07:00,0,0,0
2018-05-04T18:52:00-07:00,2,0,21,,2018-05-04T18:52:00-07:00,0,19,0,,2018-05-04T18:52:00-07:00,9,36,0
2018-05-04T19:00:00-07:00,2,2,14,,2018-05-04T19:00:00-07:00,0,0,0,,2018-05-04T19:00:00-07:00,9,9,0
2018-05-04T19:08:00-07:00,0,2,12,,2018-05-04T19:08:00-07:00,0,10,0,,2018-05-04T19:08:00-07:00,27,9,0
2018-05-04T19:16:00-07:00,0,0,14,,2018-05-04T19:16:00-07:00,0,0,10,,2018-05-04T19:16:00-07:00,9,9,0
2018-05-04T19:24:00-07:00,7,0,17,,2018-05-04T19:24:00-07:00,0,10,0,,2018-05-04T19:24:00-07:00,18,18,0
2018-05-04T19:32:00-07:00,5,5,31,,2018-05-04T19:32:00-07:00,0,0,0,,2018-05-04T19:32:00-07:00,0,9,0
2018-05-04T19:40:00-07:00,5,2,45,,2018-05-04T19:40:00-07:00,0,0,10,,2018-05-04T19:40:00-07:00,9,9,0
